sample_id,image_path,full_path,meta_path,label,label_status
20260323_233803_528546_cost_card_06_843_810,bot\samples\1440x900\ocr_auto_turn_end\20260323_233803_528546_cost_card_06_843_810.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233803_528546_full.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233803_528546_meta.txt,5,done
20260323_233826_077610_cost_card_02_444_830,bot\samples\1440x900\ocr_auto_turn_end\20260323_233826_077610_cost_card_02_444_830.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233826_077610_full.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233826_077610_meta.txt,2,done
20260323_233850_532071_cost_card_01_437_837,bot\samples\1440x900\ocr_auto_turn_end\20260323_233850_532071_cost_card_01_437_837.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233850_532071_full.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233850_532071_meta.txt,2,done
20260323_233850_532071_cost_card_02_504_815,bot\samples\1440x900\ocr_auto_turn_end\20260323_233850_532071_cost_card_02_504_815.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233850_532071_full.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233850_532071_meta.txt,3,done
20260323_233924_573508_cost_card_04_863_812,bot\samples\1440x900\ocr_auto_turn_end\20260323_233924_573508_cost_card_04_863_812.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233924_573508_full.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233924_573508_meta.txt,3,done
20260323_233944_499810_cost_card_02_485_825,bot\samples\1440x900\ocr_auto_turn_end\20260323_233944_499810_cost_card_02_485_825.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233944_499810_full.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233944_499810_meta.txt,3,done
20260323_233944_499810_cost_card_03_533_810,bot\samples\1440x900\ocr_auto_turn_end\20260323_233944_499810_cost_card_03_533_810.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233944_499810_full.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233944_499810_meta.txt,5,done
20260323_233944_499810_cost_card_04_709_812,bot\samples\1440x900\ocr_auto_turn_end\20260323_233944_499810_cost_card_04_709_812.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233944_499810_full.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233944_499810_meta.txt,9,done
20260323_233944_499810_cost_card_05_867_817,bot\samples\1440x900\ocr_auto_turn_end\20260323_233944_499810_cost_card_05_867_817.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233944_499810_full.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_233944_499810_meta.txt,2,done
20260323_234033_610495_cost_card_02_473_833,bot\samples\1440x900\ocr_auto_turn_end\20260323_234033_610495_cost_card_02_473_833.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_234033_610495_full.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_234033_610495_meta.txt,3,done
20260323_234033_610495_cost_card_05_819_810,bot\samples\1440x900\ocr_auto_turn_end\20260323_234033_610495_cost_card_05_819_810.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_234033_610495_full.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_234033_610495_meta.txt,2,done
20260323_234033_610495_cost_card_06_870_821,bot\samples\1440x900\ocr_auto_turn_end\20260323_234033_610495_cost_card_06_870_821.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_234033_610495_full.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_234033_610495_meta.txt,4,done
20260323_234109_795848_cost_card_01_427_849,bot\samples\1440x900\ocr_auto_turn_end\20260323_234109_795848_cost_card_01_427_849.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_234109_795848_full.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_234109_795848_meta.txt,2,done
20260323_234109_795848_cost_card_05_870_821,bot\samples\1440x900\ocr_auto_turn_end\20260323_234109_795848_cost_card_05_870_821.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_234109_795848_full.png,bot\samples\1440x900\ocr_auto_turn_end\20260323_234109_795848_meta.txt,4,done
